id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19260385,Nice apartment in the historic center of Valencia,134861735,Elena,CIUTAT VELLA,LA SEU,39.47535,-0.37548,Entire home/apt,145,3,188,2024-09-04,2.13,1,92,36,VT-41450-V
19264438,Comfortable cute flat center wifi/AC,37406182,Bea,LA SAIDIA,MORVEDRE,39.48414,-0.37365,Entire home/apt,90,4,106,2024-08-31,1.21,2,39,36,
19281163,Casa Zoe,135028323,Pilar,CIUTAT VELLA,EL CARME,39.47843,-0.38295,Entire home/apt,120,25,10,2023-08-29,0.20,2,66,0,
19304594,Bonito piso recién reformado con gran terraza,51230275,Mikel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4669,-0.33355,Entire home/apt,130,1,6,2018-06-30,0.07,1,0,0,VT-41462-V
19363075,Perfect Apartment Sunny Beach,61136725,Rafael,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46509,-0.32813,Entire home/apt,314,4,208,2024-06-15,2.37,1,289,17,VT-41443-V
19383989,"Apartamento en la playa del Cabañal, Valencia.",135696029,Carmen,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47237,-0.32644,Entire home/apt,175,3,94,2024-09-15,1.07,1,130,26,VT-41542-V
19384795,"Private Room, need to share kitchen and bathroom",75779065,Renato,EXTRAMURS,LA ROQUETA,39.46458,-0.37839,Private room,42,3,213,2024-08-31,2.42,4,69,35,
19386920,Ruzafa sin el ruido / 4-7 p (wifi + clim F/C),44651122,Bruno,QUATRE CARRERES,EN CORTS,39.45675,-0.37189,Entire home/apt,,6,106,2024-09-04,1.21,1,7,24,
19405787,CHARMING & STILISH & BRIGHT & WELL LOCATED & COZY,211991268,ValenciaGUEST,CIUTAT VELLA,EL MERCAT,39.47231,-0.37755,Entire home/apt,97,2,245,2024-08-25,2.81,83,157,31,VT-40908-V
19420665,Casa Progreso/ House by the sea,136162175,David,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46733,-0.33124,Entire home/apt,115,3,270,2024-09-08,3.07,1,325,45,VT-41552-V
19423473,Habitación suite con balcón.Valencia centro 25mtrs,39684476,Jose Patricio,CIUTAT VELLA,EL PILAR,39.4759,-0.3822,Private room,70,4,51,2023-06-28,0.59,2,77,0,
19445128,Sunny and Stylish Apartment with Balcony-style,4126829,Bart & Katlijn,EXTRAMURS,ARRANCAPINS,39.46407,-0.38566,Entire home/apt,112,2,93,2024-08-19,1.11,4,243,9,VT-43416-V
19445529,"CENTRAL, MODERN AND COMFORTABLE APARTMENT",136346178,Jaime,EXTRAMURS,ARRANCAPINS,39.46184,-0.38165,Entire home/apt,110,5,41,2024-06-26,0.47,1,169,7,
19447494,Bright and Compact Apartment Near Finca Roja,4126829,Bart & Katlijn,EXTRAMURS,ARRANCAPINS,39.46412,-0.38568,Entire home/apt,112,2,36,2024-03-20,0.43,4,253,2,VT-43416-V
19449403,Nice Appartment in Old Town El Carmen -Wifi & AC,39554415,Gonzalo,CIUTAT VELLA,EL MERCAT,39.47423,-0.3809,Entire home/apt,95,4,87,2024-09-16,0.99,1,75,20,VT-41454-V
19461608,Habitación privada en la Ciudad de las Ciencias,5753131,Rosario,CAMINS AL GRAU,LA CREU DEL GRAU,39.46271,-0.34819,Private room,41,3,205,2024-07-21,2.34,1,51,28,
19483186,Tu Ático wifi,50970090,Jose Eugenio,POBLATS MARITIMS,EL GRAU,39.46044,-0.33743,Entire home/apt,100,2,265,2024-08-05,3.03,1,155,29,
19528420,Apartamento  Oceanografic.,126652810,Vicen,CAMINS AL GRAU,PENYA-ROJA,39.4554,-0.34617,Entire home/apt,170,3,145,2024-09-08,1.67,1,158,32,
19544065,"Design flat, between city centre and beach",8773450,Roberto,CAMINS AL GRAU,LA CREU DEL GRAU,39.46328,-0.34654,Entire home/apt,105,4,394,2024-08-29,4.52,2,195,46,VT-40818-V
19548370,Apartamento artes 7/10,37122909,Marisa Make It Med,EL PLA DEL REAL,MESTALLA,39.47589,-0.35866,Entire home/apt,116,5,62,2024-08-30,0.71,11,66,55,VT-53607-V
19576860,APARTAMENTO EN EL BARRIO DEL CARMEN,123917163,Zuleima,CIUTAT VELLA,EL CARME,39.47813,-0.38234,Entire home/apt,121,4,146,2024-08-26,1.69,1,157,17,VT-40685-V
19579542,Квартира в центре Валенсии,136389689,Антон,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45658685582785,-0.35816925186188747,Entire home/apt,159,7,0,,,1,365,0,
19601947,EXCELLENT APARTMENT WITH TERRACE IN RUZAFA,2037083,Isabel,L'EIXAMPLE,RUSSAFA,39.46228,-0.36709,Entire home/apt,119,28,13,2024-07-31,0.16,9,33,3,VT-41173-V
19603149,Apartamento IA Fabric,137822625,Carlos,CIUTAT VELLA,SANT FRANCESC,39.47333,-0.37476,Entire home/apt,110,5,109,2024-09-11,1.29,3,41,36,
19605553,Acogedor dúplex junto a la Ciudad de las Ciencias.,14678378,Ramón,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45585,-0.36007,Entire home/apt,80,2,239,2024-08-12,2.80,1,211,33,VT-40991-V
19605759,Precioso Apartamento Exclusivo Cerca del Tren Ave,137849161,Fernando,PATRAIX,PATRAIX,39.45903,-0.38891,Entire home/apt,,7,65,2024-08-31,0.75,1,35,3,VT-46711-V
19616220,Loft luxe BURBUJA estrellas Atico Terraza  Wifi,34856358,Kenny,PATRAIX,VARA DE QUART,39.46038,-0.41279,Entire home/apt,259,30,87,2020-08-12,1.00,1,364,0,
19622382,FUNKY RETRO DOUBLE ROOM,21054801,Alex,L'EIXAMPLE,RUSSAFA,39.46266,-0.36571,Private room,44,3,312,2024-08-25,3.56,2,61,27,
19622445,Funky Retro Single Room,21054801,Alex,L'EIXAMPLE,RUSSAFA,39.46252,-0.36424,Private room,42,3,303,2024-08-15,3.46,2,62,23,
19624392,The Mercado Central Apartment by Florit Flats,42125633,Florit,CIUTAT VELLA,EL MERCAT,39.47474,-0.37746,Entire home/apt,140,1,48,2023-10-04,0.55,29,300,1,VT-40664-V
19630348,Casa Cabanyal - playa Malvarrosa,59700048,Jose,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47057,-0.32685,Entire home/apt,89,2,90,2024-09-13,1.04,2,139,29,VT-44349-V
19636780,Piso confortable cerca de Ciudad de las Artes.,60610304,Aure,ALGIROS,L'AMISTAT,39.47128,-0.3503,Entire home/apt,100,4,28,2024-08-15,0.32,1,44,2,VT-41744-V
19646021,Habitación céntrica con baño privado y climatizada,120115610,Alexander,CAMINS AL GRAU,CAMI FONDO,39.46621,-0.35587,Private room,,2,167,2024-07-21,1.91,2,0,17,
19648217,"Modern Comfortable flat, queen size bed, wifi",46801068,Patricia,CAMINS AL GRAU,AIORA,39.46246,-0.33862,Entire home/apt,80,3,201,2024-09-10,2.30,1,39,34,VT-41921-V
19658458,Beautiful flat in traditional building,29978765,Agustin,CIUTAT VELLA,EL PILAR,39.47339582789455,-0.38340420865234087,Entire home/apt,119,7,207,2024-08-26,2.36,3,102,34,
19694078,Upscale Apartment Close to the Beach,2751220,Elena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47071,-0.32868,Entire home/apt,185,4,284,2024-09-01,3.26,3,68,56,VT-41458-V
19695608,Living Valencia Beach @Malvarrosa!,17149001,Ramses,POBLATS MARITIMS,LA MALVA-ROSA,39.48231,-0.32894,Entire home/apt,,2,67,2024-08-19,0.77,2,0,10,VT-41591-V
19714234,3Quiet Duplex-apartments in the center of the city,105308414,Yulia,CIUTAT VELLA,EL MERCAT,39.47171,-0.37819,Entire home/apt,116,2,120,2024-08-29,1.37,6,31,28,
19727897,The Ático Oasis en Ruzafa by Florit Flats,42125633,Florit,L'EIXAMPLE,RUSSAFA,39.46397,-0.37393,Entire home/apt,171,1,132,2024-08-18,1.52,29,283,5,VT-39959-V
19746143,"Apartment near the beach, Valencia, Spain.",17277895,Isabel,ALGIROS,LA VEGA BAIXA,39.47523,-0.35013,Entire home/apt,,7,47,2024-09-10,0.54,1,97,5,VT-40799-V
19766478,Fantástico piso cerca de la playa,52574981,Hello,POBLATS MARITIMS,BETERO,39.46974,-0.33964,Entire home/apt,126,3,11,2024-07-28,0.13,6,147,2,VT-41869-V
19766736,Semiático con vistas increibles y luz natural,670775,Cpi Gestión Encuentra Tu Mansión,CAMINS AL GRAU,PENYA-ROJA,39.46102,-0.35725,Entire home/apt,199,11,14,2024-09-07,0.80,5,91,9,
19773866,Fantástico duplex para 12 personas,52574981,Hello,ALGIROS,CIUTAT JARDI,39.47221,-0.34274,Entire home/apt,280,6,11,2024-08-19,0.13,6,0,2,VT-41868-V
19784744,Loft con mucha luz en el centro. Barrio Ruzafa,88320454,Conchi,L'EIXAMPLE,RUSSAFA,39.46261,-0.37691,Entire home/apt,151,2,344,2024-09-11,3.96,1,318,31,VT-41783-V
19794402,Habitación exterior grande. Limpia y confortable.,131727649,Jose,CAMINS AL GRAU,LA CREU DEL GRAU,39.46406,-0.34696,Private room,35,3,8,2024-03-18,0.10,1,87,1,
19817198,Cozy & peaceful apartment in the heart of Valencia,10618578,Quique,CIUTAT VELLA,LA SEU,39.47403,-0.37653,Entire home/apt,173,5,89,2024-09-17,1.02,1,130,26,VT-40631-V
19841368,The spiral staircase dúplex,140253332,Carlos,L'EIXAMPLE,RUSSAFA,39.46133,-0.37852,Entire home/apt,174,1,81,2024-09-01,0.94,1,317,32,VT-41728-V
19859974,SPACIOUS & QUIET. HEART OF OLD TOWN + WIFI + A/C,140453029,Luis,CIUTAT VELLA,EL CARME,39.47856,-0.37934,Entire home/apt,123,1,125,2024-09-12,1.44,1,348,27,VT-41872-V
19860023,Rebajado excelente Piso a 5 minutos de la playa.,10279702,Jaime,BENIMACLET,BENIMACLET,39.48554,-0.36262,Entire home/apt,206,7,27,2024-08-19,0.31,1,83,5,VT-44511-V
19861039,Modern&traditional fisherman´s house by the beach,138492789,Marianella,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47076,-0.3284,Entire home/apt,151,3,200,2024-08-31,2.31,1,68,33,
19876197,bedroom near of the beach,140636420,Rossent,POBLATS MARITIMS,LA MALVA-ROSA,39.47536,-0.32833,Private room,44,2,283,2024-09-07,3.25,1,315,39,
19905509,Artes 2/10,37122909,Marisa Make It Med,EL PLA DEL REAL,EXPOSICIO,39.47744,-0.36015,Entire home/apt,127,2,77,2024-09-02,0.88,11,70,56,VT-53610-V
19915517,Casita con terraza en Cabanyal,141068351,Alvaro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46577,-0.33031,Entire home/apt,103,1,122,2024-09-13,1.40,1,321,11,VT-41821-V
19926683,Nordic Stay Valencia Designer Loft Ruzafa Area,1428128,Pere,QUATRE CARRERES,EN CORTS,39.45606,-0.37111,Entire home/apt,100,5,338,2024-09-01,3.88,4,204,48,VT-40575-V
19935603,★ Historical and luxury flat in the old town ★,141266054,Carlos,CIUTAT VELLA,LA SEU,39.47557,-0.37731,Entire home/apt,150,3,141,2024-08-12,1.63,1,77,27,VT-36799V
19936738,Deluxe space to make your stay perfect. 8 guest,16949561,Javier,EXTRAMURS,ARRANCAPINS,39.46361219514548,-0.3839282472177889,Entire home/apt,190,1,124,2024-09-15,1.43,1,319,23,
19947459,Piso luminoso y reformado de diseño en la playa,141374775,Jorge,CAMINS AL GRAU,AIORA,39.46841,-0.3474,Entire home/apt,,2,116,2024-08-11,1.34,1,0,6,
19948519,Apartamento cerca de playa y Ciudad las Ciencias,106423765,Ramon,CAMINS AL GRAU,LA CREU DEL GRAU,39.46079,-0.34132,Entire home/apt,79,30,64,2024-07-21,0.74,13,138,6,
19982230,"Bright new apt, 10min wlk centre/old town, 15min tram beach",10874772,Rachel,LA SAIDIA,MARXALENES,39.48502,-0.38013,Entire home/apt,,2,0,,,1,364,0,
19982241,La Roqueta en pleno centro.VT-41701-V,81414905,Irene,EXTRAMURS,LA ROQUETA,39.46825,-0.38118,Entire home/apt,,3,18,2023-11-26,0.21,2,7,2,VT-41701-V
19983735,Charming Loft with Terrace,141585363,Jesus,EXTRAMURS,ARRANCAPINS,39.46307,-0.38617,Entire home/apt,83,5,185,2024-08-26,2.13,1,117,26,
19994506,Apt/248_Céntrico apartamento en Valencia.,128136490,Trinidad,CIUTAT VELLA,SANT FRANCESC,39.47004,-0.37316,Entire home/apt,117,3,188,2024-09-07,2.18,3,31,26,
20011325,Estupendo piso junto playa y puerto de valencia,142056126,Alberto,CAMINS AL GRAU,AIORA,39.46521,-0.33632,Entire home/apt,113,3,71,2024-08-27,0.82,1,11,23,
20019020,Abuhardillado luminoso y cálido apartamento,50471804,Miguel Angel,CIUTAT VELLA,SANT FRANCESC,39.46909,-0.38032,Entire home/apt,130,2,89,2024-09-03,1.03,1,104,22,VT-44364-V
20066885,Bio house Cabañal. Next to the beache,135028323,Pilar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46748,-0.33068,Entire home/apt,125,2,215,2024-09-14,2.58,2,242,49,38051
20071998,ACOGEDOR APARTAMENTO EN EL MISMO CENTRO.VT-46175-V,45434245,Emilio,CIUTAT VELLA,SANT FRANCESC,39.47077,-0.37209,Entire home/apt,85,3,323,2024-09-09,3.76,2,132,45,VT-46175-V
20101839,Comedias Ii,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.4726448059082,-0.3721010088920593,Entire home/apt,221,1,6,2024-04-03,0.07,116,327,1,VT-33490-V
20135352,"Oceanographic, City of Arts and Malvarrosa Beach.",143183878,María Isabel,CAMINS AL GRAU,AIORA,39.46505,-0.34052,Entire home/apt,99,2,86,2024-06-02,1.00,1,72,4,VT-41793-V
20135707,Good Vibes Loft on City of Sciences,143184682,Ginno,QUATRE CARRERES,MONT-OLIVET,39.45839,-0.36117,Entire home/apt,130,5,223,2024-09-03,2.58,1,130,46,en tramite
20170889,Casa en el Cabanyal Playa,143564693,Paloma,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46841,-0.33098,Entire home/apt,64,3,140,2024-08-13,1.61,2,330,20,VT-42405-V
20177692,Casita bonita,81148282,Oscar,CAMINS AL GRAU,AIORA,39.4671,-0.34289,Entire home/apt,,4,6,2024-07-29,0.07,1,0,3,
20199751,Habitación cerca del centro,143859193,Cristina,L'OLIVERETA,TRES FORQUES,39.46720661208698,-0.3985102264465752,Private room,36,1,3,2024-09-10,0.89,2,87,3,
20210909,Habitación privada a 20 minutos del centro,712345,Jordi,QUATRE CARRERES,EN CORTS,39.45803,-0.37065,Private room,19,14,147,2023-12-05,1.88,2,27,6,
20267586,NEW LOFT IN RUZAFA WITH JACUZZI AND FIREPLACE,19853143,Carlos Y Paula,L'EIXAMPLE,RUSSAFA,39.45823,-0.37314,Entire home/apt,91,2,394,2024-09-03,4.56,7,42,70,VT-40763-V
20273100,Modern apartment close to Plaza Ayuntamiento,144547832,Angel,EXTRAMURS,LA ROQUETA,39.4654,-0.37979,Entire home/apt,133,1,211,2024-09-09,2.47,1,326,36,VT-41995-V
20277809,A&J,61426392,Alexandra Y Javier,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45929,-0.35833,Entire home/apt,132,3,553,2024-09-13,6.84,2,0,77,VT-41615-V
20283327,Apartment ''BiA'' next to the beach. Best place!!!,144659084,Vicente,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46371,-0.32726,Entire home/apt,99,2,241,2024-09-16,2.79,1,316,30,VT-41764-V GENERALITAT VALENCIANA
20321809,MUSEUM APARTMENT,80869460,Claudio,CIUTAT VELLA,SANT FRANCESC,39.47064,-0.38186,Entire home/apt,104,2,264,2024-08-15,3.06,28,114,49,VT-42358-V
20359625,"Apartment in Ruzafa, the heart of Valencia.",104658861,Fernando,L'EIXAMPLE,RUSSAFA,39.46332,-0.37609,Entire home/apt,92,2,452,2024-09-03,5.24,2,111,58,VT-42244-V
20398541,Loft en el Cabanyal,18149020,Mar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47065,-0.33104,Entire home/apt,100,2,125,2024-08-29,1.45,1,47,30,
20419267,Amplio piso bien comunicado con playa con ascensor,144257916,Angelina,RASCANYA,TORREFIEL,39.49242,-0.37442,Entire home/apt,500,2,92,2022-08-08,1.17,2,89,0,
20420241,Big and nice room near city center,18966308,Rafa,ALGIROS,L'AMISTAT,39.47135,-0.35361,Private room,28,4,6,2024-08-10,0.10,6,104,1,
20463802,COZY STYLISH LOFT IN PREMIUM LOCATION - WIFI & AC,146098078,Javier,CIUTAT VELLA,EL MERCAT,39.47243,-0.3768,Entire home/apt,104,4,54,2024-08-22,0.63,1,56,16,VT-31991-V
20489371,"Botánico, amplio y funcional. 3 personas WiFi",12524685,David,EXTRAMURS,EL BOTANIC,39.47308,-0.38609,Entire home/apt,93,3,165,2024-09-09,1.93,18,137,33,VT-42249-V
20500277,Apartamento frente a la catedral,74015758,Rafael,CIUTAT VELLA,LA SEU,39.47639,-0.37515,Entire home/apt,94,2,293,2024-09-08,3.41,3,311,59,VT-38059-V
20552669,"Loft con increíbles vistas panorámicas, free parking e Internet.",103126713,Marcos Lozoya,RASCANYA,SANT LLORENS,39.49520014419972,-0.3624368661698123,Entire home/apt,125,1,525,2024-09-13,6.11,1,234,91,
20566503,Casa Lara,146895894,Pepe,RASCANYA,TORREFIEL,39.49463,-0.37201,Entire home/apt,,2,85,2024-08-13,2.79,1,0,31,
20577567,Casa ideal con terraza en la Marina de Valencia!,80910090,Karen,POBLATS MARITIMS,EL GRAU,39.46148,-0.33268,Entire home/apt,150,5,38,2024-08-25,0.45,1,227,7,VT-46360-V
20689037,"APARTAMENTO CERCA DE LA PLAYA, DE 3 HABITACIONES",22997268,Juan,POBLATS MARITIMS,LA MALVA-ROSA,39.4825,-0.32864,Entire home/apt,119,2,277,2024-09-03,3.23,2,142,50,
20721244,“Casa Eline”  in City Center el Carmen & free WiFi,33806568,Jorge,CIUTAT VELLA,EL CARME,39.47979,-0.38048,Entire home/apt,120,4,165,2024-09-16,1.94,17,127,34,VT-43390-V
20722354,Valencia | Puerto | Ciudad Artes y las Ciencias,148211733,Inmaculada,POBLATS MARITIMS,EL GRAU,39.45917,-0.33518,Entire home/apt,115,1,448,2024-08-31,5.25,1,115,93,VT-41439-V
20735125,Cómoda Habitación/privada en Valencia con WiFi,148492594,Marisol,PATRAIX,PATRAIX,39.46072765697404,-0.38853994011879944,Private room,33,2,163,2024-09-18,2.14,3,73,40,
20747965,Estilo y comodidad con la ciudad a tu alcance,148598821,Jorge,CAMINS AL GRAU,LA CREU DEL GRAU,39.46103,-0.34243,Entire home/apt,99,2,578,2024-09-02,6.78,1,40,56,
20764964,"69€ Apartment in the city center, old town, Carmen",148750846,Enrique,CIUTAT VELLA,EL CARME,39.47864,-0.37675,Entire home/apt,92,3,116,2024-09-14,1.35,1,42,39,
20781652,NUEVO ACOGEDOR PROXIMO CENTRO Y JARDINES DEL TURIA,148936269,Clara,CAMPANAR,LES TENDETES,39.48048,-0.3856,Entire home/apt,95,14,150,2024-08-19,1.75,1,194,11,
20808638,1B CASUAL-CHIC STUDIO IN THE HISTORICAL CENTER,54449319,Maria,CIUTAT VELLA,EL CARME,39.48003176778186,-0.3794212225058424,Entire home/apt,70,3,237,2024-09-16,2.78,5,276,46,Generalitat Valenciana VT-41910-V. Ayuntamiento de Valencia actividad terciario hotelero 001092017002227
20822160,penthouse valencia,56942833,Jean François,CAMINS AL GRAU,AIORA,39.46332,-0.34246,Entire home/apt,150,5,93,2024-08-14,1.09,1,317,5,
20831829,Espacioso apartamento en Ruzafa,8506278,Pepa,L'EIXAMPLE,RUSSAFA,39.45776,-0.37566,Entire home/apt,154,6,49,2024-09-01,0.58,1,284,14,VT-43050-V
20845899,2B CASUAL-CHIC STUDIO EN EL CENTRO HISTORICO,54449319,Maria,CIUTAT VELLA,EL CARME,39.47948,-0.3794,Entire home/apt,70,3,345,2024-09-16,4.05,5,268,58,Generalitat Valenciana VT-41910-V. Ayuntamiento de Valencia actividad terciario hotelero 001092017002227
20869480,Exclusive! Duplex in front of Central Market,119676967,Yourplace,CIUTAT VELLA,LA SEU,39.47414,-0.3767,Entire home/apt,139,2,106,2022-03-06,1.24,2,0,0,
20881841,Luminosa habitación exterior,78697035,Charles,PATRAIX,SAFRANAR,39.45811755034064,-0.397258723803704,Private room,45,3,1,2024-03-19,0.16,1,88,1,
20883540,Habitación individual Patraix (cerca estacion AVE),125318545,Ricardo,PATRAIX,PATRAIX,39.46059,-0.39346,Private room,25,2,5,2024-07-20,0.06,1,87,1,
20894254,"Cozy and bright, Quart towers",12524685,David,EXTRAMURS,EL BOTANIC,39.47377,-0.38401,Entire home/apt,85,3,141,2024-09-15,1.69,18,43,27,VT-42072-V
20908611,"Plaza de España: Light, Tranquility and Local Life",75868914,Agustín,EXTRAMURS,ARRANCAPINS,39.467,-0.38384,Entire home/apt,147,1,356,2024-09-17,4.36,3,158,75,VT-43425-V
20911350,3B CASUAL-CHIC STUDIO EN EL CENTRO HISTORICO,54449319,Maria,CIUTAT VELLA,EL CARME,39.47768,-0.37877,Entire home/apt,75,3,313,2024-09-15,3.69,5,201,52,Generalitat Valenciana VT-41910-V. Ayuntamiento de Valencia actividad terciario hotelero 001092017002227
20942245,4B CASUAL-CHIC STUDIO IN THE HISTORICAL CENTER,54449319,Maria,CIUTAT VELLA,EL CARME,39.47981,-0.37886,Entire home/apt,75,3,305,2024-09-17,3.60,5,274,51,Generalitat Valenciana VT-41910-V. Ayuntamiento de Valencia actividad terciario hotelero 001092017002227
20944568,Modern and big!  With Terrace! Center of Valencia!,119676967,Yourplace,CIUTAT VELLA,EL MERCAT,39.47353,-0.37773,Entire home/apt,92,2,88,2022-02-28,1.04,2,0,0,
20953216,Terrace. Torres de Quart.  Wifi.,12524685,David,EXTRAMURS,EL BOTANIC,39.47402,-0.38599,Entire home/apt,,3,131,2024-09-01,1.56,18,0,10,VT 38040 V
20955438,"Habitación para dos en Ruzafa, en piso centrico.",150710152,Maria Cristina,L'EIXAMPLE,RUSSAFA,39.46183,-0.36454,Private room,27,1,249,2024-04-28,2.94,2,8,27,
20965188,Casa Marcellino,589646837,Marcello,EXTRAMURS,LA PETXINA,39.47152,-0.38852,Entire home/apt,141,2,165,2024-08-19,2.02,1,118,6,
21015492,Tranquila ideal para turismo andando,24367730,Luz,EL PLA DEL REAL,JAUME ROIG,39.48124,-0.36298,Private room,34,1,70,2024-09-15,0.84,14,87,23,
21017225,Ático con terraza en el centro La Cambra,151348056,Irina,CIUTAT VELLA,SANT FRANCESC,39.47233,-0.37573,Entire home/apt,95,2,376,2024-09-02,4.43,1,27,57,VT-42218-V. Standard.
21048774,Bedroom in Valencia.,151627031,Cristina,JESUS,LA RAIOSA,39.45627,-0.38261,Private room,40,2,193,2024-09-04,2.28,3,95,37,
21061781,Apartamento acogedor junto a Torres de Quart,151751904,Myriam & Rafa,EXTRAMURS,EL BOTANIC,39.47544,-0.38581,Entire home/apt,110,2,222,2024-09-15,2.61,1,207,41,VT-41713-V
21076548,A 100 metros de la Playa de la Malvarrosa,93998533,Enrique,POBLATS MARITIMS,LA MALVA-ROSA,39.48143,-0.32739,Entire home/apt,135,1,88,2024-08-02,1.05,3,217,7,VT39220V
21084078,"Orange LOFT, Valencia, WIFI, Piscina",22609571,Cayetano,PATRAIX,VARA DE QUART,39.46151,-0.41348,Entire home/apt,93,3,227,2024-09-09,2.72,1,111,28,
21104977,Charming apartment in a top location,14037016,Isidro,L'EIXAMPLE,RUSSAFA,39.46242,-0.37605,Entire home/apt,186,4,186,2024-08-18,2.19,6,42,17,VT-40083-V
21111041,ApartUP Francia Views AACC+Wifi+Pool+Parking,14182776,Alberto,CAMINS AL GRAU,PENYA-ROJA,39.458988189697266,-0.3464609980583191,Entire home/apt,163,1,17,2024-07-24,0.20,62,67,7,AT-41684-V
21116632,Nordic Stay Valencia 4 - Sunny Stylish Loft,4338833,Massimo,RASCANYA,TORREFIEL,39.49305,-0.37595,Entire home/apt,91,5,247,2024-08-28,2.97,1,291,37,VT-41326-V
21145588,Gran Apartamento junto al Centro Histórico,10959379,Victoria,LA SAIDIA,MORVEDRE,39.48302,-0.37597,Entire home/apt,118,2,111,2024-08-26,1.32,5,100,15,AT-41717-V
21146228,Clean and centric flat at a good price!,45393577,Alejandro,EXTRAMURS,ARRANCAPINS,39.46275,-0.37948,Entire home/apt,96,2,67,2024-09-12,0.79,1,7,30,
21161017,Apt/250_Luminous and cosy apartment in city center,128136490,Trinidad,CIUTAT VELLA,SANT FRANCESC,39.47004,-0.37316,Entire home/apt,114,2,162,2024-08-29,1.93,3,10,14,
21179517,Musico 3 · Musico 3 Turia Gardens,12044109,Invalencia Flats,CIUTAT VELLA,LA XEREA,39.47552,-0.36946,Entire home/apt,205,1,58,2024-05-02,0.92,28,71,18,
21182584,Apartamento centro Ciudad con internet,152956453,Vanessa,EXTRAMURS,LA ROQUETA,39.46729,-0.37729,Entire home/apt,87,3,235,2024-09-12,2.79,1,34,45,
21193430,"BRAND NEW SURFER LOFT IN RUZAFA, THE COOLEST SPOT",211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46302,-0.37294,Entire home/apt,98,2,222,2024-09-01,2.63,83,140,31,AT-41295-V
21194212,BRAND NEW ZEN LOFT IN THE HEART OF RUZAFA,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46293,-0.37289,Entire home/apt,105,2,239,2024-08-30,2.83,83,145,40,AT-41288-V
21197407,BRAND NEW MARINE LOFT IN THE HEART OF RUZAFA,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46299,-0.37292,Entire home/apt,99,2,220,2024-08-25,2.61,83,151,30,AT-41290-V
21197935,"Walking to the Beach, A/C, WI-FI, 40¨LCD Netflix",7387665,Ramiro,POBLATS MARITIMS,EL GRAU,39.45934,-0.3341,Entire home/apt,166,3,170,2024-09-17,2.02,1,129,10,VT-43393-V
21198567,Apartamento Cuatro Carreres,153110614,Nelly,QUATRE CARRERES,EN CORTS,39.45584,-0.37073,Entire home/apt,,3,30,2024-05-14,0.36,1,1,3,
21203704,ApartUP Levante Skyline Wifi+Pool+Parking,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45436,-0.36048,Entire home/apt,198,1,132,2024-09-01,1.57,62,117,40,AT-41686-V
21207734,BRAND NEW VINTAGE PENTHOUSE IN THE HEART OF RUZAFA,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46294,-0.37289,Entire home/apt,105,2,291,2024-08-12,3.46,83,149,37,AT-41292-V
21208980,Gran Via,153072572,Tangerine,EXTRAMURS,ARRANCAPINS,39.47076,-0.38608,Entire home/apt,318,3,54,2024-03-31,0.65,8,23,2,
21210754,EL CID,101234252,Alicia,L'OLIVERETA,SOTERNES,39.47002,-0.40925,Entire home/apt,58,32,14,2023-08-15,0.17,2,104,0,VT-38277-V
21214831,Habitación pequeña simple en piso céntrico,150710152,Maria Cristina,L'EIXAMPLE,LA GRAN VIA,39.46342,-0.36641,Private room,30,1,253,2024-04-29,2.99,2,0,17,
21304877,Habitación doble cerca del centro de Valencia,154184756,Isabel,EL PLA DEL REAL,EXPOSICIO,39.47609,-0.36303,Private room,60,2,39,2024-09-15,0.46,1,229,12,
21317452,"Piso Centro Histórico Ciutat Vella, Bº Velluters",154296642,José Vicente,CIUTAT VELLA,EL PILAR,39.4721,-0.38081,Entire home/apt,88,2,180,2024-09-12,2.13,1,194,43,VT-43914-V
